0.000100,-1.116450
0.000200,-1.187209
0.000300,-1.216097
0.000400,-1.235247
0.000500,-1.229080
0.000600,-1.242713
0.000700,-1.259266
0.000800,-1.288154
0.000900,-1.299190
0.001000,-1.313147
0.001100,-1.332622
0.001200,-1.353071
0.001300,-1.351772
0.001400,-1.342684
0.001500,-1.335543
0.001600,-1.340412
0.001700,-1.398837
0.001800,-1.447849
0.001900,-1.454665
0.002000,-1.466350
0.002100,-1.456288
0.002200,-1.461806
0.002300,-1.469271
0.002400,-1.472841
0.002500,-1.475438
0.002600,-1.464078
0.002700,-1.459534
0.002800,-1.466025
0.002900,-1.468946
0.003000,-1.468946
0.003100,-1.469596
0.003200,-1.479333
0.003300,-1.481930
0.003400,-1.492966
0.003500,-1.503677
0.003600,-1.516985
0.003700,-1.535161
0.003800,-1.558207
0.003900,-1.595858
0.004000,-1.668889
0.004100,-1.826961
0.004200,-1.939591
0.004300,-1.941214
0.004400,-1.853252
0.004500,-1.800994
0.004600,-1.859744
0.004700,-2.016517
0.004800,-2.154465
0.004900,-2.193740
0.005000,-2.141482
0.005100,-2.083382
0.005200,-2.090522
0.005300,-2.176537
0.005400,-2.270341
0.005500,-2.323573
0.005600,-2.329416
0.005700,-2.318704
0.005800,-2.320327
0.005900,-2.342399
0.006000,-2.370313
0.006100,-2.393359
0.006200,-2.414456
0.006300,-2.434581
0.006400,-2.461521
0.006500,-2.484891
0.006600,-2.508586
0.006700,-2.509884
0.006800,-2.515077
0.006900,-2.537798
0.007000,-2.567660
0.007100,-2.571555
0.007200,-2.510533
0.007300,-2.441072
0.007400,-2.438151
0.007500,-2.528710
0.007600,-2.625111
0.007700,-2.656596
0.007800,-2.584214
0.007900,-2.487488
0.008000,-2.453406
0.008100,-2.517349
0.008200,-2.624462
0.008300,-2.686458
0.008400,-2.668930
0.008500,-2.613426
0.008600,-2.575774
0.008700,-2.569283
0.008800,-2.579994
0.008900,-2.581617
0.009000,-2.579345
0.009100,-2.574476
0.009200,-2.553703
0.009300,-2.519946
0.009400,-2.464118
0.009500,-2.386542
0.009600,-2.307344
0.009700,-2.260604
0.009800,-2.216785
0.009900,-2.177511
0.010000,-2.097663
0.010100,-1.993797
0.010200,-1.883439
0.010300,-1.778923
0.010400,-1.706865
0.010500,-1.642598
0.010600,-1.574760
0.010700,-1.500431
0.010800,-1.421233
0.010900,-1.332622
0.011000,-1.257319
0.011100,-1.203763
0.011200,-1.173577
0.011300,-1.140794
0.011400,-1.126837
0.011500,-1.108011
0.011600,-1.082694
0.011700,-1.059973
0.011800,-1.026216
0.011900,-1.026865
0.012000,-1.021023
0.012100,-1.036927
0.012200,-1.019725
0.012300,-0.990512
0.012400,-0.873014
0.012500,-0.745128
0.012600,-0.726627
0.012700,-0.832765
0.012800,-0.931438
0.012900,-0.932737
