0.000100,-0.165425
0.000200,-0.228069
0.000300,-0.210867
0.000400,-0.259878
0.000500,-0.251439
0.000600,-0.313434
0.000700,-0.339076
0.000800,-0.406589
0.000900,-0.528957
0.001000,-0.628279
0.001100,-0.806150
0.001200,-0.830493
0.001300,-0.827572
0.001400,-0.826598
0.001500,-0.863925
0.001600,-1.152154
0.001700,-1.450445
0.001800,-1.443954
0.001900,-1.227782
0.002000,-1.072307
0.002100,-1.092106
0.002200,-1.363782
0.002300,-1.647791
0.002400,-1.694531
0.002500,-1.576708
0.002600,-1.364756
0.002700,-1.321911
0.002800,-1.429672
0.002900,-1.571190
0.003000,-1.579305
0.003100,-1.571515
0.003200,-1.504001
0.003300,-1.484851
0.003400,-1.483877
0.003500,-1.514388
0.003600,-1.546846
0.003700,-1.490694
0.003800,-1.489071
0.003900,-1.496536
0.004000,-1.448822
0.004100,-1.361185
0.004200,-1.281013
0.004300,-1.231028
0.004400,-1.299190
0.004500,-1.377090
0.004600,-1.355667
0.004700,-1.209281
0.004800,-1.073281
0.004900,-1.074579
0.005000,-1.062245
0.005100,-1.011610
0.005200,-0.961624
0.005300,-0.910665
0.005400,-0.894761
0.005500,-0.847047
0.005600,-0.803878
0.005700,-0.765577
0.005800,-0.732145
0.005900,-0.707477
0.006000,-0.655544
0.006100,-0.615620
0.006200,-0.567582
0.006300,-0.538045
0.006400,-0.508183
0.006500,-0.541291
0.006600,-0.521491
0.006700,-0.621787
0.006800,-0.909367
0.006900,-1.074904
0.007000,-0.954484
0.007100,-0.631525
0.007200,-0.542914
0.007300,-0.586732
0.007400,-0.913262
0.007500,-1.153128
0.007600,-1.171954
0.007700,-0.991811
0.007800,-0.813615
0.007900,-0.839582
0.008000,-1.034331
0.008100,-1.204412
0.008200,-1.293023
0.008300,-1.222588
0.008400,-1.199543
0.008500,-1.175524
0.008600,-1.253748
0.008700,-1.277443
0.008800,-1.285233
0.008900,-1.306980
0.009000,-1.317691
0.009100,-1.373195
0.009200,-1.471868
0.009300,-1.571190
0.009400,-1.542302
0.009500,-1.548794
0.009600,-1.611763
0.009700,-1.684469
0.009800,-1.695505
0.009900,-1.535161
0.010000,-1.397214
0.010100,-1.482254
0.010200,-1.759123
0.010300,-2.060985
0.010400,-2.153492
0.010500,-2.023334
0.010600,-1.777625
0.010700,-1.734455
0.010800,-1.952899
0.010900,-2.274236
0.011000,-2.482944
0.011100,-2.497550
0.011200,-2.395955
0.011300,-2.356031
0.011400,-2.414132
0.011500,-2.509884
0.011600,-2.595574
0.011700,-2.631603
0.011800,-2.641665
0.011900,-2.652701
0.012000,-2.625111
0.012100,-2.620242
0.012200,-2.512805
0.012300,-2.418027
0.012400,-2.428414
0.012500,-2.475478
0.012600,-2.531956
0.012700,-2.465416
0.012800,-2.284948
0.012900,-2.236585
0.013000,-1.975295
0.013100,-2.003534
0.013200,-1.962961
0.013300,-1.889930
0.013400,-1.814952
0.013500,-1.705567
0.013600,-1.621825
0.013700,-1.535161
0.013800,-1.505624
0.013900,-1.567620
0.014000,-1.551390
0.014100,-1.595534
0.014200,-1.615333
0.014300,-1.592288
0.014400,-1.589691
0.014500,-1.533538
0.014600,-1.594884
0.014700,-1.632861
0.014800,-1.701672
0.014900,-1.729911
0.015000,-1.679925
0.015100,-1.433242
0.015200,-1.111906
0.015300,-1.195973
0.015400,-1.529968
0.015500,-1.869157
0.015600,-1.798398
0.015700,-1.560479
0.015800,-1.284908
0.015900,-1.261863
0.016000,-1.367352
0.016100,-1.572813
0.016200,-1.644221
0.016300,-1.476736
0.016400,-1.309577
0.016500,-1.132030
0.016600,-1.176173
0.016700,-1.188832
0.016800,-1.247906
0.016900,-1.245634
0.017000,-1.185911
0.017100,-1.166760
0.017200,-1.136899
0.017300,-1.114178
0.017400,-1.156049
0.017500,-1.108336
0.017600,-1.234598
0.017700,-1.180068
0.017800,-1.281338
0.017900,-1.256345
0.018000,-1.140145
0.018100,-1.050560
0.018200,-1.005768
0.018300,-1.355667
0.018400,-1.475438
0.018500,-1.365080
0.018600,-1.033032
0.018700,-0.893787
0.018800,-0.867496
0.018900,-1.165787
0.019000,-1.327104
0.019100,-1.296593
0.019200,-1.068412
0.019300,-0.871715
0.019400,-0.886971
0.019500,-1.015505
0.019600,-1.142741
0.019700,-1.112880
0.019800,-1.113529
0.019900,-1.046340
0.020000,-1.108336
0.020100,-1.185911
0.020200,-1.248880
0.020300,-1.260889
0.020400,-1.251152
0.020500,-1.302111
0.020600,-1.366378
0.020700,-1.380335
0.020800,-1.359238
0.020900,-1.343658
